category,category_name,subcategory_name,l3_category,brand_name,product_name,pack_size,mrp,ingredients,nutritional_info
Grocery And Kitchen,Sauces & Spreads,Honey & Spreads,Jam,Kissan,Kissan Mixed Fruit Jam,500 g,199,"Sugar, Mixed Fruit Pulp Blend - 46% (Papaya Pulp, Pear Pulp, Apple Juice, Pineapple Juice, Orange Juice, Mango Pulp, Grape Juice), Acidity Regulator (E330), Thickener (E440), Iodised Salt, Vitamins and Mineral, Preservative (E202), Natural Flavouring Substances, Food Colour (E122)","Energy (kcal) 285, Protein (g) 0.3, Carbohydrate (g) 70.5, Total Sugars (g) 68.1, Added Sugars (g) 62.6 (RDA 25%), Dietary Fibre (g) 0.8, Total Fat (g) 0.1 (<1%), Saturated Fat (g) TRACE (<1%), Trans Fat (g) 0 (RDA 0%), Cholesterol (mg) 0, Sodium (mg) 51 (RDA 1%)"
